person,event,offer_id,amount,reward,time,이상치여부
7398c8784f3b436e9d7e312f1472ce26,offer received,f19421c1d4aa40978ebb69ca19b0e20d,,,0,이상치아님
7398c8784f3b436e9d7e312f1472ce26,offer viewed,f19421c1d4aa40978ebb69ca19b0e20d,,,6,이상치아님
7398c8784f3b436e9d7e312f1472ce26,transaction,,46.13,,18,이상치
7398c8784f3b436e9d7e312f1472ce26,offer completed,f19421c1d4aa40978ebb69ca19b0e20d,,5.0,18,이상치아님
7398c8784f3b436e9d7e312f1472ce26,transaction,,35.68,,84,이상치아님
7398c8784f3b436e9d7e312f1472ce26,offer received,9b98b8c7a33c4b65b9aebfe6a799e6d9,,,168,이상치아님
7398c8784f3b436e9d7e312f1472ce26,offer received,f19421c1d4aa40978ebb69ca19b0e20d,,,336,이상치아님
7398c8784f3b436e9d7e312f1472ce26,offer viewed,f19421c1d4aa40978ebb69ca19b0e20d,,,354,이상치아님
7398c8784f3b436e9d7e312f1472ce26,transaction,,14.28,,384,이상치아님
7398c8784f3b436e9d7e312f1472ce26,offer completed,f19421c1d4aa40978ebb69ca19b0e20d,,5.0,384,이상치아님
7398c8784f3b436e9d7e312f1472ce26,offer received,3f207df678b143eea3cee63160fa8bed,,,408,이상치아님
7398c8784f3b436e9d7e312f1472ce26,transaction,,32.35,,438,이상치아님
7398c8784f3b436e9d7e312f1472ce26,transaction,,779.29,,462,이상치
7398c8784f3b436e9d7e312f1472ce26,offer received,ae264e3637204a6fb9bb56bc8210ddfd,,,504,이상치아님
7398c8784f3b436e9d7e312f1472ce26,transaction,,17.93,,606,이상치아님
7398c8784f3b436e9d7e312f1472ce26,offer completed,ae264e3637204a6fb9bb56bc8210ddfd,,10.0,606,이상치아님
7398c8784f3b436e9d7e312f1472ce26,transaction,,28.64,,690,이상치아님
7398c8784f3b436e9d7e312f1472ce26,offer viewed,ae264e3637204a6fb9bb56bc8210ddfd,,,702,이상치아님
73adeca7df934d9a888ddfcdaad2dff0,offer received,5a8bc65990b245e5a138643cd4eb9837,,,0,이상치아님
73adeca7df934d9a888ddfcdaad2dff0,offer received,0b1e1539f2cc45b7b9fa7c272da2e1d7,,,168,이상치아님
73adeca7df934d9a888ddfcdaad2dff0,offer viewed,0b1e1539f2cc45b7b9fa7c272da2e1d7,,,210,이상치아님
73adeca7df934d9a888ddfcdaad2dff0,transaction,,22.19,,588,이상치아님
73adeca7df934d9a888ddfcdaad2dff0,transaction,,20.86,,594,이상치아님
73adeca7df934d9a888ddfcdaad2dff0,transaction,,650.75,,690,이상치
73afdeca19e349b98f09e928644610f8,transaction,,32.72,,114,이상치아님
73afdeca19e349b98f09e928644610f8,offer received,0b1e1539f2cc45b7b9fa7c272da2e1d7,,,168,이상치아님
73afdeca19e349b98f09e928644610f8,offer received,fafdcd668e3743c1bb461111dcafc2a4,,,336,이상치아님
73afdeca19e349b98f09e928644610f8,offer viewed,fafdcd668e3743c1bb461111dcafc2a4,,,348,이상치아님
73afdeca19e349b98f09e928644610f8,transaction,,26.66,,378,이상치아님
73afdeca19e349b98f09e928644610f8,offer completed,0b1e1539f2cc45b7b9fa7c272da2e1d7,,5.0,378,이상치아님
73afdeca19e349b98f09e928644610f8,offer completed,fafdcd668e3743c1bb461111dcafc2a4,,2.0,378,이상치아님
73afdeca19e349b98f09e928644610f8,transaction,,14.86,,396,이상치아님
73afdeca19e349b98f09e928644610f8,offer received,fafdcd668e3743c1bb461111dcafc2a4,,,408,이상치아님
73afdeca19e349b98f09e928644610f8,offer viewed,fafdcd668e3743c1bb461111dcafc2a4,,,408,이상치아님
73afdeca19e349b98f09e928644610f8,transaction,,516.89,,414,이상치
73afdeca19e349b98f09e928644610f8,offer completed,fafdcd668e3743c1bb461111dcafc2a4,,2.0,414,이상치아님
73afdeca19e349b98f09e928644610f8,offer received,9b98b8c7a33c4b65b9aebfe6a799e6d9,,,504,이상치아님
73afdeca19e349b98f09e928644610f8,transaction,,25.32,,504,이상치아님
73afdeca19e349b98f09e928644610f8,offer completed,9b98b8c7a33c4b65b9aebfe6a799e6d9,,5.0,504,이상치아님
73afdeca19e349b98f09e928644610f8,offer received,2298d6c36e964ae4a3e7e9706d1fb8c2,,,576,이상치아님
73afdeca19e349b98f09e928644610f8,transaction,,34.64,,588,이상치아님
73afdeca19e349b98f09e928644610f8,offer completed,2298d6c36e964ae4a3e7e9706d1fb8c2,,3.0,588,이상치아님
73afdeca19e349b98f09e928644610f8,offer viewed,2298d6c36e964ae4a3e7e9706d1fb8c2,,,606,이상치아님
73afdeca19e349b98f09e928644610f8,transaction,,26.23,,618,이상치아님
73afdeca19e349b98f09e928644610f8,transaction,,597.91,,630,이상치
73afdeca19e349b98f09e928644610f8,transaction,,21.13,,672,이상치아님
73afdeca19e349b98f09e928644610f8,transaction,,23.61,,690,이상치아님
73df95a605be49f18eafaab4b756d928,offer received,4d5c57ea9a6940dd891ad53e9dbe8da0,,,0,이상치아님
73df95a605be49f18eafaab4b756d928,offer viewed,4d5c57ea9a6940dd891ad53e9dbe8da0,,,6,이상치아님
73df95a605be49f18eafaab4b756d928,transaction,,8.71,,66,이상치아님
73df95a605be49f18eafaab4b756d928,transaction,,5.85,,90,이상치아님
73df95a605be49f18eafaab4b756d928,transaction,,7.79,,108,이상치아님
73df95a605be49f18eafaab4b756d928,transaction,,15.04,,276,이상치아님
73df95a605be49f18eafaab4b756d928,transaction,,4.3,,282,이상치아님
73df95a605be49f18eafaab4b756d928,offer received,3f207df678b143eea3cee63160fa8bed,,,336,이상치아님
73df95a605be49f18eafaab4b756d928,offer received,fafdcd668e3743c1bb461111dcafc2a4,,,408,이상치아님
73df95a605be49f18eafaab4b756d928,offer viewed,fafdcd668e3743c1bb461111dcafc2a4,,,438,이상치아님
73df95a605be49f18eafaab4b756d928,transaction,,1.56,,444,이상치아님
73df95a605be49f18eafaab4b756d928,transaction,,6.14,,462,이상치아님
73df95a605be49f18eafaab4b756d928,transaction,,344.27,,492,이상치
73df95a605be49f18eafaab4b756d928,offer completed,fafdcd668e3743c1bb461111dcafc2a4,,2.0,492,이상치아님
73df95a605be49f18eafaab4b756d928,transaction,,10.03,,540,이상치아님
73df95a605be49f18eafaab4b756d928,transaction,,10.71,,564,이상치아님
73df95a605be49f18eafaab4b756d928,offer received,0b1e1539f2cc45b7b9fa7c272da2e1d7,,,576,이상치아님
73df95a605be49f18eafaab4b756d928,transaction,,7.18,,588,이상치아님
73df95a605be49f18eafaab4b756d928,transaction,,12.11,,594,이상치아님
73df95a605be49f18eafaab4b756d928,transaction,,6.62,,624,이상치아님
73df95a605be49f18eafaab4b756d928,offer completed,0b1e1539f2cc45b7b9fa7c272da2e1d7,,5.0,624,이상치아님
7532ccd6e2ff4a8c9b9c06eac9fcb8a5,offer received,fafdcd668e3743c1bb461111dcafc2a4,,,0,이상치아님
7532ccd6e2ff4a8c9b9c06eac9fcb8a5,offer viewed,fafdcd668e3743c1bb461111dcafc2a4,,,6,이상치아님
7532ccd6e2ff4a8c9b9c06eac9fcb8a5,transaction,,11.91,,48,이상치아님
7532ccd6e2ff4a8c9b9c06eac9fcb8a5,offer completed,fafdcd668e3743c1bb461111dcafc2a4,,2.0,48,이상치아님
7532ccd6e2ff4a8c9b9c06eac9fcb8a5,transaction,,22.43,,72,이상치아님
7532ccd6e2ff4a8c9b9c06eac9fcb8a5,transaction,,15.95,,78,이상치아님
7532ccd6e2ff4a8c9b9c06eac9fcb8a5,transaction,,529.0,,84,이상치
7532ccd6e2ff4a8c9b9c06eac9fcb8a5,offer received,2906b810c7d4411798c6938adc9daaa5,,,168,이상치아님
7532ccd6e2ff4a8c9b9c06eac9fcb8a5,offer viewed,2906b810c7d4411798c6938adc9daaa5,,,192,이상치아님
7532ccd6e2ff4a8c9b9c06eac9fcb8a5,transaction,,13.87,,228,이상치아님
7532ccd6e2ff4a8c9b9c06eac9fcb8a5,offer completed,2906b810c7d4411798c6938adc9daaa5,,2.0,228,이상치아님
7532ccd6e2ff4a8c9b9c06eac9fcb8a5,transaction,,13.65,,234,이상치아님
7532ccd6e2ff4a8c9b9c06eac9fcb8a5,transaction,,11.69,,300,이상치아님
7532ccd6e2ff4a8c9b9c06eac9fcb8a5,transaction,,17.81,,318,이상치아님
7532ccd6e2ff4a8c9b9c06eac9fcb8a5,offer received,2298d6c36e964ae4a3e7e9706d1fb8c2,,,336,이상치아님
7532ccd6e2ff4a8c9b9c06eac9fcb8a5,offer viewed,2298d6c36e964ae4a3e7e9706d1fb8c2,,,336,이상치아님
7532ccd6e2ff4a8c9b9c06eac9fcb8a5,transaction,,10.29,,360,이상치아님
7532ccd6e2ff4a8c9b9c06eac9fcb8a5,offer completed,2298d6c36e964ae4a3e7e9706d1fb8c2,,3.0,360,이상치아님
7532ccd6e2ff4a8c9b9c06eac9fcb8a5,offer received,4d5c57ea9a6940dd891ad53e9dbe8da0,,,408,이상치아님
7532ccd6e2ff4a8c9b9c06eac9fcb8a5,offer viewed,4d5c57ea9a6940dd891ad53e9dbe8da0,,,408,이상치아님
7532ccd6e2ff4a8c9b9c06eac9fcb8a5,transaction,,13.64,,414,이상치아님
7532ccd6e2ff4a8c9b9c06eac9fcb8a5,offer completed,4d5c57ea9a6940dd891ad53e9dbe8da0,,10.0,414,이상치아님
7532ccd6e2ff4a8c9b9c06eac9fcb8a5,transaction,,15.22,,492,이상치아님
7532ccd6e2ff4a8c9b9c06eac9fcb8a5,offer received,fafdcd668e3743c1bb461111dcafc2a4,,,504,이상치아님
7532ccd6e2ff4a8c9b9c06eac9fcb8a5,offer viewed,fafdcd668e3743c1bb461111dcafc2a4,,,504,이상치아님
7532ccd6e2ff4a8c9b9c06eac9fcb8a5,transaction,,15.45,,522,이상치아님
7532ccd6e2ff4a8c9b9c06eac9fcb8a5,offer completed,fafdcd668e3743c1bb461111dcafc2a4,,2.0,522,이상치아님
7532ccd6e2ff4a8c9b9c06eac9fcb8a5,transaction,,13.69,,546,이상치아님
7532ccd6e2ff4a8c9b9c06eac9fcb8a5,offer received,fafdcd668e3743c1bb461111dcafc2a4,,,576,이상치아님
7532ccd6e2ff4a8c9b9c06eac9fcb8a5,offer viewed,fafdcd668e3743c1bb461111dcafc2a4,,,576,이상치아님
7532ccd6e2ff4a8c9b9c06eac9fcb8a5,transaction,,17.84,,588,이상치아님
7532ccd6e2ff4a8c9b9c06eac9fcb8a5,offer completed,fafdcd668e3743c1bb461111dcafc2a4,,2.0,588,이상치아님
7532ccd6e2ff4a8c9b9c06eac9fcb8a5,transaction,,16.28,,600,이상치아님
7532ccd6e2ff4a8c9b9c06eac9fcb8a5,transaction,,5.03,,618,이상치아님
7561a0a081e64e118bbc78818c890ab7,offer received,4d5c57ea9a6940dd891ad53e9dbe8da0,,,336,이상치아님
7561a0a081e64e118bbc78818c890ab7,offer viewed,4d5c57ea9a6940dd891ad53e9dbe8da0,,,366,이상치아님
7561a0a081e64e118bbc78818c890ab7,transaction,,605.65,,390,이상치
7561a0a081e64e118bbc78818c890ab7,offer completed,4d5c57ea9a6940dd891ad53e9dbe8da0,,10.0,390,이상치아님
7561a0a081e64e118bbc78818c890ab7,offer received,0b1e1539f2cc45b7b9fa7c272da2e1d7,,,408,이상치아님
7561a0a081e64e118bbc78818c890ab7,transaction,,19.24,,432,이상치아님
7561a0a081e64e118bbc78818c890ab7,transaction,,26.91,,552,이상치아님
7561a0a081e64e118bbc78818c890ab7,offer completed,0b1e1539f2cc45b7b9fa7c272da2e1d7,,5.0,552,이상치아님
7561a0a081e64e118bbc78818c890ab7,offer received,2906b810c7d4411798c6938adc9daaa5,,,576,이상치아님
7561a0a081e64e118bbc78818c890ab7,offer viewed,2906b810c7d4411798c6938adc9daaa5,,,696,이상치아님
7561a0a081e64e118bbc78818c890ab7,transaction,,12.25,,696,이상치아님
7561a0a081e64e118bbc78818c890ab7,offer completed,2906b810c7d4411798c6938adc9daaa5,,2.0,696,이상치아님
756ce344d7be4595bb4bab1646d2ee8d,offer received,ae264e3637204a6fb9bb56bc8210ddfd,,,0,이상치아님
756ce344d7be4595bb4bab1646d2ee8d,offer viewed,ae264e3637204a6fb9bb56bc8210ddfd,,,0,이상치아님
756ce344d7be4595bb4bab1646d2ee8d,transaction,,20.18,,102,이상치아님
756ce344d7be4595bb4bab1646d2ee8d,offer completed,ae264e3637204a6fb9bb56bc8210ddfd,,10.0,102,이상치아님
756ce344d7be4595bb4bab1646d2ee8d,offer received,f19421c1d4aa40978ebb69ca19b0e20d,,,168,이상치아님
756ce344d7be4595bb4bab1646d2ee8d,offer viewed,f19421c1d4aa40978ebb69ca19b0e20d,,,198,이상치아님
756ce344d7be4595bb4bab1646d2ee8d,offer received,5a8bc65990b245e5a138643cd4eb9837,,,336,이상치아님
756ce344d7be4595bb4bab1646d2ee8d,offer viewed,5a8bc65990b245e5a138643cd4eb9837,,,342,이상치아님
756ce344d7be4595bb4bab1646d2ee8d,transaction,,29.5,,348,이상치아님
756ce344d7be4595bb4bab1646d2ee8d,offer received,5a8bc65990b245e5a138643cd4eb9837,,,408,이상치아님
756ce344d7be4595bb4bab1646d2ee8d,transaction,,450.03,,408,이상치
756ce344d7be4595bb4bab1646d2ee8d,offer viewed,5a8bc65990b245e5a138643cd4eb9837,,,492,이상치아님
756ce344d7be4595bb4bab1646d2ee8d,offer received,f19421c1d4aa40978ebb69ca19b0e20d,,,504,이상치아님
756ce344d7be4595bb4bab1646d2ee8d,offer viewed,f19421c1d4aa40978ebb69ca19b0e20d,,,510,이상치아님
756ce344d7be4595bb4bab1646d2ee8d,transaction,,17.91,,522,이상치아님
756ce344d7be4595bb4bab1646d2ee8d,offer completed,f19421c1d4aa40978ebb69ca19b0e20d,,5.0,522,이상치아님
756ce344d7be4595bb4bab1646d2ee8d,transaction,,21.87,,552,이상치아님
756ce344d7be4595bb4bab1646d2ee8d,offer received,3f207df678b143eea3cee63160fa8bed,,,576,이상치아님
756ce344d7be4595bb4bab1646d2ee8d,offer viewed,3f207df678b143eea3cee63160fa8bed,,,618,이상치아님
756ce344d7be4595bb4bab1646d2ee8d,transaction,,21.13,,648,이상치아님
75878d70993c4963ab658bacae8d2002,offer received,2298d6c36e964ae4a3e7e9706d1fb8c2,,,0,이상치아님
75878d70993c4963ab658bacae8d2002,offer viewed,2298d6c36e964ae4a3e7e9706d1fb8c2,,,12,이상치아님
75878d70993c4963ab658bacae8d2002,transaction,,17.8,,66,이상치아님
75878d70993c4963ab658bacae8d2002,offer completed,2298d6c36e964ae4a3e7e9706d1fb8c2,,3.0,66,이상치아님
75878d70993c4963ab658bacae8d2002,transaction,,508.19,,84,이상치
75878d70993c4963ab658bacae8d2002,transaction,,10.32,,114,이상치아님
75878d70993c4963ab658bacae8d2002,offer received,ae264e3637204a6fb9bb56bc8210ddfd,,,168,이상치아님
75878d70993c4963ab658bacae8d2002,offer viewed,ae264e3637204a6fb9bb56bc8210ddfd,,,186,이상치아님
75878d70993c4963ab658bacae8d2002,transaction,,20.4,,264,이상치아님
75878d70993c4963ab658bacae8d2002,offer completed,ae264e3637204a6fb9bb56bc8210ddfd,,10.0,264,이상치아님
75878d70993c4963ab658bacae8d2002,transaction,,20.21,,288,이상치아님
75878d70993c4963ab658bacae8d2002,transaction,,13.61,,324,이상치아님
75878d70993c4963ab658bacae8d2002,transaction,,19.4,,486,이상치아님
75878d70993c4963ab658bacae8d2002,offer received,3f207df678b143eea3cee63160fa8bed,,,504,이상치아님
75878d70993c4963ab658bacae8d2002,offer viewed,3f207df678b143eea3cee63160fa8bed,,,564,이상치아님
75878d70993c4963ab658bacae8d2002,offer received,2906b810c7d4411798c6938adc9daaa5,,,576,이상치아님
75878d70993c4963ab658bacae8d2002,offer viewed,2906b810c7d4411798c6938adc9daaa5,,,600,이상치아님
75878d70993c4963ab658bacae8d2002,transaction,,17.59,,624,이상치아님
75878d70993c4963ab658bacae8d2002,offer completed,2906b810c7d4411798c6938adc9daaa5,,2.0,624,이상치아님
75878d70993c4963ab658bacae8d2002,transaction,,12.94,,636,이상치아님
75878d70993c4963ab658bacae8d2002,transaction,,13.27,,708,이상치아님
75d248be69924f96abe06b644dd0b1c6,offer received,0b1e1539f2cc45b7b9fa7c272da2e1d7,,,0,이상치아님
75d248be69924f96abe06b644dd0b1c6,transaction,,31.85,,204,이상치아님
75d248be69924f96abe06b644dd0b1c6,offer completed,0b1e1539f2cc45b7b9fa7c272da2e1d7,,5.0,204,이상치아님
75d248be69924f96abe06b644dd0b1c6,transaction,,8.15,,222,이상치아님
75d248be69924f96abe06b644dd0b1c6,offer received,9b98b8c7a33c4b65b9aebfe6a799e6d9,,,336,이상치아님
75d248be69924f96abe06b644dd0b1c6,transaction,,8.3,,342,이상치아님
75d248be69924f96abe06b644dd0b1c6,offer completed,9b98b8c7a33c4b65b9aebfe6a799e6d9,,5.0,342,이상치아님
75d248be69924f96abe06b644dd0b1c6,offer viewed,9b98b8c7a33c4b65b9aebfe6a799e6d9,,,384,이상치아님
75d248be69924f96abe06b644dd0b1c6,offer received,9b98b8c7a33c4b65b9aebfe6a799e6d9,,,408,이상치아님
75d248be69924f96abe06b644dd0b1c6,transaction,,5.94,,408,이상치아님
75d248be69924f96abe06b644dd0b1c6,offer completed,9b98b8c7a33c4b65b9aebfe6a799e6d9,,5.0,408,이상치아님
75d248be69924f96abe06b644dd0b1c6,transaction,,11.22,,414,이상치아님
75d248be69924f96abe06b644dd0b1c6,transaction,,6.79,,444,이상치아님
75d248be69924f96abe06b644dd0b1c6,transaction,,2.18,,480,이상치아님
75d248be69924f96abe06b644dd0b1c6,offer received,3f207df678b143eea3cee63160fa8bed,,,504,이상치아님
75d248be69924f96abe06b644dd0b1c6,offer received,9b98b8c7a33c4b65b9aebfe6a799e6d9,,,576,이상치아님
75d248be69924f96abe06b644dd0b1c6,transaction,,419.99,,624,이상치
75d248be69924f96abe06b644dd0b1c6,offer completed,9b98b8c7a33c4b65b9aebfe6a799e6d9,,5.0,624,이상치아님
75d248be69924f96abe06b644dd0b1c6,transaction,,8.03,,702,이상치아님
75d248be69924f96abe06b644dd0b1c6,transaction,,3.79,,708,이상치아님
76018bc0dfd64ccc8f2e7959bf627ba7,offer received,0b1e1539f2cc45b7b9fa7c272da2e1d7,,,0,이상치아님
76018bc0dfd64ccc8f2e7959bf627ba7,transaction,,19.08,,132,이상치아님
76018bc0dfd64ccc8f2e7959bf627ba7,offer received,fafdcd668e3743c1bb461111dcafc2a4,,,168,이상치아님
76018bc0dfd64ccc8f2e7959bf627ba7,offer viewed,fafdcd668e3743c1bb461111dcafc2a4,,,174,이상치아님
76018bc0dfd64ccc8f2e7959bf627ba7,transaction,,22.28,,222,이상치아님
76018bc0dfd64ccc8f2e7959bf627ba7,offer completed,0b1e1539f2cc45b7b9fa7c272da2e1d7,,5.0,222,이상치아님
76018bc0dfd64ccc8f2e7959bf627ba7,offer completed,fafdcd668e3743c1bb461111dcafc2a4,,2.0,222,이상치아님
76018bc0dfd64ccc8f2e7959bf627ba7,transaction,,19.66,,252,이상치아님
76018bc0dfd64ccc8f2e7959bf627ba7,transaction,,22.88,,312,이상치아님
76018bc0dfd64ccc8f2e7959bf627ba7,offer received,2906b810c7d4411798c6938adc9daaa5,,,336,이상치아님
76018bc0dfd64ccc8f2e7959bf627ba7,offer viewed,2906b810c7d4411798c6938adc9daaa5,,,342,이상치아님
76018bc0dfd64ccc8f2e7959bf627ba7,transaction,,23.91,,360,이상치아님
76018bc0dfd64ccc8f2e7959bf627ba7,offer completed,2906b810c7d4411798c6938adc9daaa5,,2.0,360,이상치아님
76018bc0dfd64ccc8f2e7959bf627ba7,transaction,,15.54,,396,이상치아님
76018bc0dfd64ccc8f2e7959bf627ba7,transaction,,16.4,,402,이상치아님
76018bc0dfd64ccc8f2e7959bf627ba7,offer received,ae264e3637204a6fb9bb56bc8210ddfd,,,408,이상치아님
76018bc0dfd64ccc8f2e7959bf627ba7,offer viewed,ae264e3637204a6fb9bb56bc8210ddfd,,,414,이상치아님
76018bc0dfd64ccc8f2e7959bf627ba7,transaction,,10.67,,438,이상치아님
76018bc0dfd64ccc8f2e7959bf627ba7,offer completed,ae264e3637204a6fb9bb56bc8210ddfd,,10.0,438,이상치아님
76018bc0dfd64ccc8f2e7959bf627ba7,transaction,,12.13,,462,이상치아님
76018bc0dfd64ccc8f2e7959bf627ba7,offer received,9b98b8c7a33c4b65b9aebfe6a799e6d9,,,504,이상치아님
76018bc0dfd64ccc8f2e7959bf627ba7,transaction,,13.66,,510,이상치아님
76018bc0dfd64ccc8f2e7959bf627ba7,offer completed,9b98b8c7a33c4b65b9aebfe6a799e6d9,,5.0,510,이상치아님
76018bc0dfd64ccc8f2e7959bf627ba7,transaction,,17.7,,534,이상치아님
76018bc0dfd64ccc8f2e7959bf627ba7,offer received,9b98b8c7a33c4b65b9aebfe6a799e6d9,,,576,이상치아님
76018bc0dfd64ccc8f2e7959bf627ba7,offer viewed,9b98b8c7a33c4b65b9aebfe6a799e6d9,,,618,이상치아님
76018bc0dfd64ccc8f2e7959bf627ba7,transaction,,8.61,,624,이상치아님
76018bc0dfd64ccc8f2e7959bf627ba7,offer completed,9b98b8c7a33c4b65b9aebfe6a799e6d9,,5.0,624,이상치아님
76018bc0dfd64ccc8f2e7959bf627ba7,transaction,,18.27,,684,이상치아님
76018bc0dfd64ccc8f2e7959bf627ba7,transaction,,290.93,,708,이상치
76ddbd6576844afe811f1a3c0fbb5bec,offer received,9b98b8c7a33c4b65b9aebfe6a799e6d9,,,0,이상치아님
76ddbd6576844afe811f1a3c0fbb5bec,offer viewed,9b98b8c7a33c4b65b9aebfe6a799e6d9,,,60,이상치아님
76ddbd6576844afe811f1a3c0fbb5bec,transaction,,2.87,,78,이상치아님
76ddbd6576844afe811f1a3c0fbb5bec,transaction,,0.52,,96,이상치아님
76ddbd6576844afe811f1a3c0fbb5bec,transaction,,0.19,,126,이상치아님
76ddbd6576844afe811f1a3c0fbb5bec,transaction,,0.9,,138,이상치아님
76ddbd6576844afe811f1a3c0fbb5bec,transaction,,1.43,,144,이상치아님
76ddbd6576844afe811f1a3c0fbb5bec,transaction,,112.6,,168,이상치
76ddbd6576844afe811f1a3c0fbb5bec,offer completed,9b98b8c7a33c4b65b9aebfe6a799e6d9,,5.0,168,이상치아님
76ddbd6576844afe811f1a3c0fbb5bec,transaction,,2.12,,288,이상치아님
76ddbd6576844afe811f1a3c0fbb5bec,offer received,5a8bc65990b245e5a138643cd4eb9837,,,408,이상치아님
76ddbd6576844afe811f1a3c0fbb5bec,offer viewed,5a8bc65990b245e5a138643cd4eb9837,,,444,이상치아님
76ddbd6576844afe811f1a3c0fbb5bec,transaction,,2.13,,456,이상치아님
76ddbd6576844afe811f1a3c0fbb5bec,transaction,,1.29,,504,이상치아님
76ddbd6576844afe811f1a3c0fbb5bec,offer received,9b98b8c7a33c4b65b9aebfe6a799e6d9,,,576,이상치아님
76ddbd6576844afe811f1a3c0fbb5bec,transaction,,4.15,,594,이상치아님
76ddbd6576844afe811f1a3c0fbb5bec,transaction,,2.27,,606,이상치아님
76ddbd6576844afe811f1a3c0fbb5bec,offer viewed,9b98b8c7a33c4b65b9aebfe6a799e6d9,,,654,이상치아님
76ddbd6576844afe811f1a3c0fbb5bec,transaction,,1.62,,678,이상치아님
76ddbd6576844afe811f1a3c0fbb5bec,transaction,,3.5300000000000002,,714,이상치아님
773b9b57713f470fbfe74ab32a41a945,offer received,2298d6c36e964ae4a3e7e9706d1fb8c2,,,168,이상치아님
773b9b57713f470fbfe74ab32a41a945,offer viewed,2298d6c36e964ae4a3e7e9706d1fb8c2,,,192,이상치아님
773b9b57713f470fbfe74ab32a41a945,transaction,,7.32,,240,이상치아님
773b9b57713f470fbfe74ab32a41a945,offer completed,2298d6c36e964ae4a3e7e9706d1fb8c2,,3.0,240,이상치아님
773b9b57713f470fbfe74ab32a41a945,transaction,,16.79,,282,이상치아님
773b9b57713f470fbfe74ab32a41a945,offer received,f19421c1d4aa40978ebb69ca19b0e20d,,,336,이상치아님
773b9b57713f470fbfe74ab32a41a945,offer received,fafdcd668e3743c1bb461111dcafc2a4,,,408,이상치아님
773b9b57713f470fbfe74ab32a41a945,offer viewed,fafdcd668e3743c1bb461111dcafc2a4,,,468,이상치아님
773b9b57713f470fbfe74ab32a41a945,transaction,,22.02,,468,이상치아님
773b9b57713f470fbfe74ab32a41a945,offer completed,fafdcd668e3743c1bb461111dcafc2a4,,2.0,468,이상치아님
773b9b57713f470fbfe74ab32a41a945,transaction,,27.06,,480,이상치아님
773b9b57713f470fbfe74ab32a41a945,transaction,,22.14,,486,이상치아님
773b9b57713f470fbfe74ab32a41a945,transaction,,23.17,,498,이상치아님
773b9b57713f470fbfe74ab32a41a945,offer received,9b98b8c7a33c4b65b9aebfe6a799e6d9,,,504,이상치아님
773b9b57713f470fbfe74ab32a41a945,transaction,,12.85,,534,이상치아님
773b9b57713f470fbfe74ab32a41a945,offer completed,9b98b8c7a33c4b65b9aebfe6a799e6d9,,5.0,534,이상치아님
773b9b57713f470fbfe74ab32a41a945,transaction,,544.94,,570,이상치
773b9b57713f470fbfe74ab32a41a945,transaction,,16.42,,618,이상치아님
773b9b57713f470fbfe74ab32a41a945,transaction,,17.87,,636,이상치아님
773b9b57713f470fbfe74ab32a41a945,transaction,,17.26,,696,이상치아님
780b53dde0774138b7feb0506f0bc84d,transaction,,2.58,,162,이상치아님
780b53dde0774138b7feb0506f0bc84d,offer received,0b1e1539f2cc45b7b9fa7c272da2e1d7,,,168,이상치아님
780b53dde0774138b7feb0506f0bc84d,offer viewed,0b1e1539f2cc45b7b9fa7c272da2e1d7,,,294,이상치아님
780b53dde0774138b7feb0506f0bc84d,transaction,,366.3,,300,이상치
780b53dde0774138b7feb0506f0bc84d,offer completed,0b1e1539f2cc45b7b9fa7c272da2e1d7,,5.0,300,이상치아님
780b53dde0774138b7feb0506f0bc84d,offer received,5a8bc65990b245e5a138643cd4eb9837,,,336,이상치아님
780b53dde0774138b7feb0506f0bc84d,offer viewed,5a8bc65990b245e5a138643cd4eb9837,,,342,이상치아님
780b53dde0774138b7feb0506f0bc84d,transaction,,6.85,,342,이상치아님
780b53dde0774138b7feb0506f0bc84d,transaction,,17.11,,348,이상치아님
780b53dde0774138b7feb0506f0bc84d,transaction,,8.03,,354,이상치아님
780b53dde0774138b7feb0506f0bc84d,offer received,4d5c57ea9a6940dd891ad53e9dbe8da0,,,408,이상치아님
780b53dde0774138b7feb0506f0bc84d,transaction,,15.31,,438,이상치아님
780b53dde0774138b7feb0506f0bc84d,offer completed,4d5c57ea9a6940dd891ad53e9dbe8da0,,10.0,438,이상치아님
780b53dde0774138b7feb0506f0bc84d,offer viewed,4d5c57ea9a6940dd891ad53e9dbe8da0,,,474,이상치아님
780b53dde0774138b7feb0506f0bc84d,transaction,,7.01,,486,이상치아님
780b53dde0774138b7feb0506f0bc84d,offer received,9b98b8c7a33c4b65b9aebfe6a799e6d9,,,576,이상치아님
780b53dde0774138b7feb0506f0bc84d,transaction,,13.06,,702,이상치아님
780b53dde0774138b7feb0506f0bc84d,offer completed,9b98b8c7a33c4b65b9aebfe6a799e6d9,,5.0,702,이상치아님
780b53dde0774138b7feb0506f0bc84d,transaction,,8.18,,714,이상치아님
7a153a17d9754d3686c37684146fb681,offer received,5a8bc65990b245e5a138643cd4eb9837,,,0,이상치아님
7a153a17d9754d3686c37684146fb681,offer viewed,5a8bc65990b245e5a138643cd4eb9837,,,222,이상치아님
7a153a17d9754d3686c37684146fb681,transaction,,855.31,,288,이상치
7a153a17d9754d3686c37684146fb681,offer received,3f207df678b143eea3cee63160fa8bed,,,336,이상치아님
